,Unnamed: 0,topic,argument,key_point,stance,label
7921,21776,We should subsidize journalism,access to information is a crucial right for a voter in a democratic society,Subsidies will increase the quality of journalism,1,0
5553,21263,We should prohibit women in combat,women are just as capable of combat as men are and not allowing them in a combat situation is sex discrimination.,Women can create unique skills/strategies,-1,0
14738,610,Assisted suicide should be a criminal offence,helping someone to commit suicide is murder and should be criminalized,Assisted suicide violates the doctor's role,1,0
15933,6962,We should abolish intellectual property rights,without intellectual property rights there would be little incentive for people to create as they would not make as much money. therefore a lot of art would not be created.,Intellectual property rights protect against stealing,-1,0
10023,11853,We should ban private military companies,we should ban private military companies for world peace,Private military companies are not professional,1,0
7157,20298,We should legalize sex selection,we should not legalize sex selection because i believe god should decide what sex some ones child should be,Sex selection reaffirms gender stereotypes/biases,-1,0
2345,13371,We should close Guantanamo Bay detention camp,guantanamo bay shouldnt be closed as it is detaining terrorists that many countries wont accept,The Guantanamo bay detention camp is essential to gain intelligence,-1,0
9610,11440,We should ban private military companies,private military companies give rise to some unethical practices as they are not under the same scrutiny as government military.,Private military companies cannot be trusted to be loyal to the hiring country,1,0
9481,11311,We should ban private military companies,Private military companies are only out for profit and not patriotism and should be banned.,Private military companies cannot be trusted to be loyal to the hiring country,1,0
16171,2316,The vow of celibacy should be abandoned,if celibacy is abolished maybe there will be less molestation in the church,Celibacy is too pressuring/diffcult,1,0
1922,6103,We should abolish capital punishment,"we should abolish capital punishment because in term of religious view, god is the author of life and death so only god can decide who die and who lives when times comes.",The death penalty is ineffective in deterring crimes,1,0
