,Unnamed: 0,topic,argument,key_point,stance,label
9403,11233,We should ban private military companies,private military companies are around to make a profit and may do things that are dangerous in order to cut expenses,"Private military companies solicit engaging, or prolonging, conflict",1,0
670,10807,We should ban human cloning,it may lead to medical break throughs,Cloning promotes science/research,-1,1
16020,2165,The vow of celibacy should be abandoned,celibacy detracts otherwise talented individuals from entering the clergy.,Celibacy is outdated,1,0
14344,216,Assisted suicide should be a criminal offence,assisted suicide is killing someone even if it is at their request,Assisted suicide allows people to solicit someone to die to their own benefit,1,0
5619,21329,We should prohibit women in combat,women are not physically or emotionally prepared for the traumas of combat.,Women soldier capture is a big concern,1,0
12731,15824,We should fight urbanization,urbanization ghettos up an area and ruins it making it too populated and more crimes happen,Urbanization causes crime,1,1
2631,13657,We should close Guantanamo Bay detention camp,the detention camp is a stain on the honor of the usa.,The Guantanamo bay detention camp is expensive,1,0
2057,13083,We should close Guantanamo Bay detention camp,guantanamo bay detection camp has violated human rights agreements and should therefore be closed at once.,Detainees have the right to trial in US courts,1,0
10709,7572,We should abolish the right to keep and bear arms,we need to be able to protect ourself and our family,Gun ownership is necessary for hunting/sports-shooting,-1,0
12948,16041,We should fight urbanization,urbanization leads to overcrowding and feelings of isolation,Urbanization harms the environment,1,0
426,10563,We should ban human cloning,human cloning is unnatural and could cause the demise of human beings,Cloning is unnatural,1,1
3312,12366,We should ban the use of child actors,"child actors too often grow up to be very troubled adults. this is unfair to them and as such, we should ban the use of child actors.",Child performers have a lot of pressure,1,0
3299,12353,We should ban the use of child actors,"Child actors should not be banned because who else would play the children in movies? And that cannot be avoided because children are a part of life, and therefore, part of many stories.",Child performers achieve success/confidence,-1,0
